LandProvince;SeaZone;x;y
waterford;hook_head;7366;6427;x
ipswich;thames;7758;6420;x
oweekeno;hakai_coast;1874;6391;x
pauzhetka;lopatka_cape;14840;6356;x
fishguard;cardigan_bay;7470;6422;x
qaxun;amchitka_island2;15816;6409;x
sivukutaitiarruvik;cape_hope_islands;4071;6422;x
carrickbeg;hook_head;7350;6424;x
killarney;bantry_bay;7225;6405;x
naahmigus;gareloi_island;16008;6404;x
dungarvan;cork_harbour;7339;6413;x
wapiskau;cape_hope_islands;4019;6405;x
belle_isle;groais_island;5155;6359;x
red_bay;black_bear_bay;5127;6400;x
colchester;thames;7744;6402;x
rotterdam;rhine_estuary;7879;6403;x
youghal;cork_harbour;7328;6407;x
cork;cork_harbour;7315;6403;x
dordrecht;rhine_estuary;7897;6405;x
pembroke;severn;7477;6394;x
carbery;bantry_bay;7240;6391;x
kinsale;cork_harbour;7305;6395;x
geertruidenberg;rhine_estuary;7897;6405;x
middelburg;rhine_estuary;7868;6390;x
deren;mosolova_bay;14101;6373;x
carmarthen;severn;7489;6399;x
prittlewell;thames;7729;6386;x
kidwelly;severn;7493;6394;x
waskaganish;cape_hope_islands;4102;6385;x
missicabi;cape_hope_islands;4085;6386;x
gloucester;severn;7571;6392;x
bergen_zoom;rhine_estuary;7888;6394;x
kilbrittain;mizen_head;7267;6381;x
bristol;severn;7568;6389;x
swansea;severn;7501;6386;x
monmouth;severn;7568;6389;x
neath;severn;7518;6384;x
newport;severn;7560;6385;x
cardiff;severn;7540;6374;x
moosonee;cape_hope_islands;4037;6372;x
portishead;severn;7557;6378;x
napetipi;amour_point;5067;6377;x
barking;thames;7704;6379;x
rochester;thames;7710;6380;x
london;thames;7696;6382;x
canterbury;thames;7733;6377;x
bruges;scheldt_estuary;7844;6376;x
hulst;scheldt_estuary;7870;6376;x
dover;strait_of_dover;7754;6359;x
antwerp;scheldt_estuary;7884;6374;x
sint_niklaas;scheldt_estuary;7884;6374;x
quawshelah;beaver_cove;1903;6340;x
ostend;scheldt_estuary;7822;6366;x
mecatina;saint_agustin_bay;5018;6353;x
barnstaple;severn;7505;6365;x
minehead;severn;7537;6363;x
olimisk;cape_hope_islands;4058;6362;x
veurne;scheldt_estuary;7812;6360;x
dunkirk;strait_of_dover;7795;6354;x
naskwotchu;amour_point;5094;6339;x
hythe;strait_of_dover;7735;6347;x
bideford;severn;7490;6351;x
calais;strait_of_dover;7776;6349;x
tanakteuk;beaver_cove;1945;6328;x
tlatlasikwala;raft_cove;1854;6319;x
bodmin;bude_bay;7473;6329;x
paramushiru;kambalny_bay;14783;6324;x
homalco;haro_strait;2006;6323;x
hastings;strait_of_dover;7721;6340;x
boulogne_sur_mer;strait_of_dover;7762;6333;x
tumzhdin;khadzhi_bay;14087;6309;x
southampton;solent;7629;6339;x
shumushu;lopatka_cape;14813;6328;x
wipetikil;grey_islands;5130;6317;x
lymington;solent;7620;6331;x
portsmouth;solent;7639;6334;x
shoreham;seven_sisters;7677;6336;x
chichester;solent;7655;6330;x
lewes;seven_sisters;7695;6332;x
coacoachou;mecatina_islands;4979;6314;x
wight;solent;7626;6323;x
dorchester;lyme_bay;7562;6329;x
poole;solent;7601;6328;x
exeter;lyme_bay;7544;6326;x
weymouth;lyme_bay;7582;6323;x
ma_amtagila;beaver_cove;1919;6320;x
plymouth;lyme_bay;7531;6306;x
boluohe;terpeniya_bay;14244;6232;x
montreuil;strait_of_dover;7760;6310;x
k_omoks;haro_strait;1993;6291;x
klahoose;haro_strait;2012;6296;x
truro;lizard_point;7459;6288;x
launceston;lizard_point;7487;6304;x
pigou;sept_iles_bay;4729;6300;x
mingan;mingan_islands;4784;6299;x
uashat;cartier_point;4674;6295;x
aguanish;lake_island;4845;6299;x
kegaska;les_blacklands;4929;6295;x
natashquan;vieux_poste_point;4884;6288;x
abbeville;alabaster_coast;7757;6294;x
sliammon;haro_strait;2020;6274;x
mekapisk;bay_of_islands;5052;6258;x
baie_verte;grey_islands;5137;6284;x
maaqtusiis;cheleset_coast;1895;6282;x
sechelt;haro_strait;2043;6259;x
upsukdaskooch;grey_islands;5108;6274;x
datta;khadzhi_bay;14088;6258;x
aumale;alabaster_coast;7750;6286;x
mistecapiu;cartier_point;4645;6281;x
arques;alabaster_coast;7744;6281;x
notiskuan;mingan_islands;4777;6278;x
longueville;alabaster_coast;7737;6278;x
fecamp;alabaster_coast;7719;6274;x
pentlatch;haro_strait;2014;6252;x
anticosti;lake_island;4829;6264;x
nayoro;delanglya_bay;14149;6191;x
akilasiewakik;notre_dame_channel;5221;6253;x
jersey;saint_malo_gulf;7585;6242;x
cherbourg;seine_bay;7622;6261;x
squamish;georgia_strait;2079;6248;x
yuquot;hot_springs_cove;1944;6237;x
onnekotan;kapari_cape;14740;6238;x
walnaypek;notre_dame_bay;5163;6247;x
tancarville;seine_bay;7693;6251;x
ouiauirabugu;anglais_point;4627;6241;x
natigostec;anticosti_coast;4879;6220;x
st_sauveur;saint_malo_gulf;7614;6231;x
whonnock;georgia_strait;2083;6230;x
bayeux;seine_bay;7650;6242;x
lisieux;seine_bay;7692;6240;x
caen;seine_bay;7673;6239;x
eimastukwek;st_george_bay;5038;6222;x
piletisipuk;saint_lawrence_estuary;4582;6221;x
mekwiskajk;freels_cape;5246;6215;x
stz_uminus;georgia_strait;2063;6217;x
chicchoc;coast_of_gaspe;4702;6233;x
marsoui;anglais_point;4657;6224;x
gaspe;gamache_bay;4741;6228;x
ucluelet;flattery_strait;1990;6212;x
coutances;saint_malo_gulf;7618;6215;x
lhaq_temish;oyster_bay;2099;6197;x
matane;saint_lawrence_estuary;4616;6207;x
koppi;cape_peschanyy;14063;6170;x
nipigon;black_bay;3674;6187;x
kutapuskuj;saint_georges_bay;5010;6183;x
aguasabon;schreiber_channel;3720;6199;x
pessamit;boisvert_point;4554;6202;x
treguier;breton_sea;7534;6205;x
saanich;oyster_bay;2077;6194;x
avranches;saint_malo_gulf;7620;6197;x
chatelaudren;saint_malo_gulf;7561;6195;x
mitis;saint_lawrence_estuary;4595;6196;x
kaministiquia;thunder_bay;3642;6182;x
pekatek;schreiber_channel;3759;6193;x
skagit;oyster_bay;2113;6186;x
st_pol_de_leon;breton_sea;7512;6197;x
saint_malo;saint_malo_gulf;7600;6195;x
pewjeg;gaspe_bay;4760;6176;x
brest;ushant;7467;6176;x
saint_brieuc;saint_malo_gulf;7577;6191;x
ditidaht;fuca_strait;2035;6181;x
mollyhuajeck;bonavista_bay;5263;6173;x
essipit;boisvert_point;4538;6182;x
dol;saint_malo_gulf;7612;6191;x
rimouski;boisvert_point;4565;6177;x
epwikek;saint_georges_bay;5007;6161;x
makah;olympic_coast;2016;6152;x
snohomish;kitsap_bay;2116;6158;x
le_faou;ushant;7491;6170;x
neebing;thunder_bay;3629;6162;x
chateaulin;ushant;7488;6164;x
tadoussac;saguenay_fjord;4521;6160;x
kakouna;boisvert_point;4545;6163;x
sklallam;fuca_strait;2075;6159;x
minong;thunder_bay;3643;6144;x
paspebiac;chaleur_bay;4679;6156;x
kouate;saguenay_fjord;4515;6147;x
cascapedia;chaleur_bay;4710;6151;x
bacalhieu;bonavista_bay;5256;6137;x
matapedia;chaleur_bay;4660;6152;x
quimper;coast_of_cornouaille;7491;6142;x
molsemtekw;saguenay_fjord;4526;6145;x
pogomeg;chaleur_bay;4681;6148;x
michipicoten;michipicoten_bay;3804;6143;x
restigouche;chaleur_bay;4660;6152;x
caraquet;chaleur_bay;4732;6136;x
wissakode;chequamegon_bay;3584;6133;x
duwamish;kitsap_bay;2121;6138;x
twana;kitsap_bay;2115;6120;x
kushunkotan;cape_yevstafiya;14203;6086;x
nepisiguit;chaleur_bay;4701;6133;x
quimperle;coast_of_cornouaille;7520;6135;x
samarginka;cape_peschanyy;14026;6126;x
maqtewey;placentia_bay;5226;6135;x
amasipukwek;hermitage_bay;5125;6123;x
sibook;fortune_bay;5158;6116;x
cape_spear;conception_bay;5283;6124;x
placentia;placentia_bay;5235;6109;x
agawa_superior;michipicoten_bay;3824;6118;x
taoondewake;saguenay_fjord;4503;6128;x
gosaoie;laurentian_channel;5015;6122;x
hennebont;coast_of_cornouaille;7535;6128;x
kamouraska;saguenay_fjord;4514;6126;x
menageesenog;grosse_island;4881;6117;x
nogamsig;burgeo_bank;5065;6124;x
nukamkiajijk;placentia_bay;5211;6111;x
tracadie;miramichi_bay;4739;6121;x
vannes;quiberon_bay;7551;6116;x
guohuo;cape_lopatina;14149;6070;x
chala_at;grays_harbour;2037;6099;x
makoua;chequamegon_bay;3543;6107;x
puyallup;kitsap_bay;2122;6113;x
aunona;mouth_of_saint_lawrence;4485;6111;x
redon;quiberon_bay;7574;6116;x
keweenaw;keweenaw_bay;3674;6091;x
guerande;quiberon_bay;7578;6104;x
neguac;miramichi_bay;4729;6099;x
kamitsisit;mouth_of_saint_lawrence;4485;6091;x
nisqually;kitsap_bay;2110;6095;x
machecoul;quiberon_bay;7591;6091;x
tana;taganrog_gulf;9476;6096;x
cape_race;trepassey_bay;5260;6063;x
taganrog;taganrog_gulf;9452;6093;x
ondaonnentakwi;mouth_of_saint_lawrence;4472;6090;x
shimushiru;aron_cape;14610;6084;x
batchawana;whitefish_bay;3841;6076;x
miquelon;st_pierre_bank;5132;6072;x
sarayjuk;caspian_sea19;10037;6079;x
shyrokyne;belosaraysk_gulf;9416;6090;x
ryn;caspian_sea18;9986;6072;x
gaamiskwaabikaang;chequamegon_bay;3548;6079;x
miramichi;miramichi_bay;4726;6089;x
kouchibouguac;abegweit_passage;4738;6077;x
kema;cape_sosunova;13986;6052;x
nemadji;chequamegon_bay;3511;6078;x
domakha;belosaraysk_gulf;9393;6078;x
ahwendoe;mouth_of_saint_lawrence;4466;6078;x
ingonish;cabot_strait;4941;6082;x
azok;taganrog_gulf;9469;6086;x
tignish;abegweit_passage;4764;6072;x
beauvoir;ile_de_re;7589;6065;x
chehalis;grays_harbour;2047;6079;x
tenteksor;caspian_sea20;10099;6080;x
ontonagon;chequamegon_bay;3606;6074;x
dashev;dnieper_bug_estuary;9131;6060;x
ishpeming;keweenaw_bay;3714;6059;x
teligol;dnieper_bug_estuary;9101;6056;x
shcherbinovka;taganrog_gulf;9446;6076;x
etchemin;mouth_of_saint_lawrence;4466;6078;x
stadacona;mouth_of_saint_lawrence;4453;6076;x
berdiansk;obitochny_gulf;9347;6063;x
cheticamp;rouge_cape;4912;6057;x
vithold_hammami;dnieper_bug_estuary;9145;6067;x
tahquamenon;whitefish_bay;3815;6070;x
balzimachi;yasensk_bay;9427;6042;x
ganyushkino;caspian_sea17;9952;6038;x
richibucto;abegweit_passage;4748;6051;x
melitopol;genichskaya_channel;9302;6052;x
chinook;chinook_bay;2049;6037;x
chequamegon;chequamegon_bay;3566;6061;x
talmont;ile_de_re;7613;6047;x
kyrylivka;genichskaya_channel;9301;6048;x
ushkan;caspian_sea20;10110;6056;x
baawitigong;manitoulin_channel;3872;6036;x
oleshia;dnieper_bug_estuary;9154;6055;x
malpeque;tatamagouche_bay;4787;6038;x
ordu_bazar;dnieper_bug_estuary;9141;6048;x
tapu_tuitn;malpeque_bay;4814;6049;x
kluskapewiktuk;sydney_bight;4938;6044;x
khadjibey;dniester_estuary;9085;6032;x
mackinac;northern_lake_huron;3851;6014;x
pukusamkek;northumberland_strait;4854;6039;x
sipuk;sydney_bight;4955;6037;x
fontenay;ile_de_re;7633;6037;x
enice;genichskaya_channel;9285;6028;x
memramcook;tatamagouche_bay;4781;6031;x
la_rochelle;ile_de_re;7637;6026;x
mississagi;manitoulin_channel;3907;6029;x
oleron;ile_de_re;7629;6022;x
krasny_yar;caspian_sea16;9912;6002;x
uruppu;nobitsu_cape;14522;6009;x
eskimanetigon;cunningham_point;3953;6025;x
elsiktuk;tatamagouche_bay;4819;6030;x
akhtar;yasensk_bay;9427;6020;x
kanevskaya;yasensk_bay;9444;6027;x
qalancaq;karkinit_bay;9196;6022;x
or_qapi;karkinit_bay;9221;6016;x
qospemk;strait_of_canso;4890;6010;x
cetatea_alba;dniester_estuary;9071;6013;x
manistique;strait_of_makinac;3793;6016;x
wemitigoj;georgian_bay;3997;6013;x
askataliank;misaine_bank;4964;6013;x
manitoulin;cunningham_point;3956;6008;x
chignecto;tatamagouche_bay;4794;6012;x
rochefort;gironde;7633;6000;x
menominee;green_bay;3733;5996;x
antigonish;strait_of_canso;4880;5997;x
memesagamesing;georgian_bay;4019;6002;x
aqmecit;karkinit_bay;9193;5999;x
tillamook;tillamook_bay;2048;5978;x
petitcodiac;chignecto_bay;4748;6001;x
maccan;chignecto_bay;4749;5994;x
cheboygan;strait_of_makinac;3815;5991;x
pictou;pictou_banks;4838;6003;x
tatamagouche;pictou_banks;4813;6004;x
trieste;gulf_venice;8316;5998;x
th_archipelago_river_of_estuary;th_waning_full_corner_sea;15647;6002;x
udine;gulf_venice;8292;5998;x
aquileia;gulf_venice;8302;5997;x
sarata;north_danube_delta;9047;5992;x
apaqtukowatek;canso_bank;4922;5993;x
copa;temryuk_bay;9402;5986;x
astrakhan;caspian_sea15;9871;5975;x
royan;gironde;7647;5989;x
mestre;gulf_venice;8266;5988;x
shawanaga;georgian_bay;4039;5976;x
chipoudy;chignecto_bay;4723;5985;x
lesparre_medoc;gironde;7650;5982;x
shibetoro;seoroshi_cape;14460;5975;x
rovinj;gulf_venice;8307;5978;x
ikryanoye;caspian_sea15;9863;5988;x
canso;canso_bank;4905;5969;x
chilia;north_danube_delta;9043;5988;x
th_gaea_temple;th_lunar_debris_west_zone_sea;15664;5979;x
souya;rishiri_channel;14137;5979;x
venice;gulf_venice;8259;5978;x
vosporo;strait_kerch;9352;5973;x
th_pallas_school;th_lunar_debris_west_zone_sea;15672;5973;x
tulcea;north_danube_delta;9047;5971;x
kaffa;kaffa_bay;9317;5959;x
taman;strait_kerch;9366;5971;x
rishiri;rishiri_channel;14116;5972;x
th_clotho_great_plain;th_lunar_capital_east_sea;15702;5973;x
shana;seoroshi_cape;14430;5957;x
manitowoc;green_bay;3719;5963;x
jonzac;gironde;7656;5979;x
kabakty;caspian_sea23;10040;5978;x
dardeling;caspian_sea15;9852;5963;x
mispec;bay_of_fundy;4700;5971;x
cobequid;minas_basin;4790;5978;x
wequetong;strait_of_makinac;3801;5955;x
nochemoweniing;georgian_bay;3992;5962;x
jijkwtuk;minas_basin;4758;5972;x
kennetook;minas_basin;4777;5971;x
rijeka;kvarner_gulf;8346;5975;x
kezlev;kalamita_bay;9204;5964;x
nogule;rynda_bay;13911;5956;x
libourne;gironde;7658;5970;x
th_imperial_dragon_hills;th_ryujin_festival_sea;15384;5970;x
crikvenica;kvarner_gulf;8360;5965;x
menahkwesk;bay_of_fundy;4683;5969;x
pazin;kvarner_gulf;8339;5960;x
th_broken_apollo_11;th_lunar_debris_west_zone_sea;15604;5960;x
th_three_worlds_rift_observatory;th_lunar_debris_west_zone_sea;15664;5970;x
th_eye_of_prometheus;th_lunar_debris_west_zone_sea;15675;5970;x
chioggia;gulf_venice;8258;5960;x
krk;kvarner_gulf;8356;5954;x
pag;zadar_strait;8361;5918;x
asiniike;whitefish_point;3899;5948;x
nictaux;minas_basin;4734;5962;x
wikipoq;middle_bank;4876;5957;x
esashi_hokkaido;chikapunotsu_cape;14185;5947;x
chamcook;grand_manan_basin;4644;5960;x
teshio;rishiri_channel;14139;5954;x
passamaquoddy;grand_manan_basin;4637;5947;x
pocologan;bay_of_fundy;4664;5960;x
th_isolated_archipelago;th_dragon_scale_strait_sea;15236;5950;x
th_thunder_swimer_neighbourhood;th_sleeping_dragon_sea;15346;5958;x
castelnau_de_medoc;gironde;7635;5956;x
furubetsu;sango_cape;14404;5955;x
oconto;green_bay;3695;5947;x
th_terrace_milky_way_waterfall;th_dragon_pearl_reef_sea;15454;5938;x
th_hecatia_mansion;th_lunar_debris_west_zone_sea;15653;5956;x
enisala;south_danube_delta;9017;5943;x
ketik_kala;caspian_sea24;9994;5932;x
cognashene;georgian_bay;4052;5952;x
qirq_yer;kalamita_bay;9220;5947;x
senj;kvarner_gulf;8369;5949;x
mapa;tsemess_bay;9390;5944;x
th_jade_capital_terrace_main;th_dragon_pearl_reef_sea;15425;5950;x
th_meridian_monitoring_station;th_feather_robe_crossing_sea;15566;5939;x
th_archipelago_karmic_fire_cliff;th_lunar_debris_west_zone_sea;15632;5953;x
th_oreadia;th_lunar_capital_east_sea;15719;5948;x
grand_manan;grand_manan_basin;4646;5941;x
pola;cape_kamenjak;8318;5946;x
th_armstong_footstep;th_feather_robe_crossing_sea;15585;5936;x
weljuik;middle_bank;4852;5946;x
soldaia;cape_meganom;9284;5942;x
la_teste_de_buch;coast_aquitaine;7636;5933;x
th_dragon_breathe;th_dragon_island_inland_sea;15318;5922;x
th_nyx_temple;th_lunar_debris_west_zone_sea;15646;5947;x
nmejuaqnek;bay_of_fundy;4704;5941;x
ossossane;georgian_bay;4046;5936;x
etorofu;sango_cape;14384;5934;x
etharita;georgian_bay;4019;5937;x
kaotia;georgian_bay;4058;5943;x
comacchio;po_delta;8251;5938;x
th_eye_of_storm;th_dragon_pearl_reef_sea;15413;5935;x
th_hangtian_barony;th_lunar_debris_west_zone_sea;15615;5940;x
th_dream_devouring_maelstrom;th_tsukuyomi_dream_throne_sea;15642;5929;x
th_lightning_fork;th_dragon_pearl_reef_sea;15387;5938;x
babadag;south_danube_delta;9004;5927;x
musquedoboit;emerald_bank;4823;5934;x
lusta;cape_sarych;9247;5918;x
th_ourea_cliff;th_lunar_capital_east_sea;15721;5936;x
theodoro;cape_fiolent;9218;5921;x
susaco;tsemess_bay;9412;5931;x
kara_bazaar;caspian_sea14;9828;5922;x
machias;schoodic_ridge;4610;5925;x
wekwayik;grand_manan_basin;4679;5914;x
th_floating_clouds_seaside;th_dragon_pearl_reef_sea;15396;5935;x
th_keystone_port;th_dragon_pearl_reef_sea;15430;5929;x
th_blessed_three_way_fork;th_dream_reality_sea1;15738;5928;x
boojwiikwedong;green_bay;3690;5929;x
monbetsu;chikapunotsu_cape;14214;5917;x
wetewatoqsik;lahave_bank;4784;5921;x
kjipuktuk;emerald_bank;4805;5930;x
th_thunder_zone;th_dragon_island_inland_sea;15328;5919;x
tomamae;ofuyu_cape;14141;5918;x
aspotogan;lahave_bank;4771;5924;x
ravenna;po_delta;8253;5920;x
yaquina;newport_cove;2042;5908;x
saganing;saginaw_bay;3888;5896;x
th_hinanawi_meteorological_bureau;th_sleeping_dragon_sea;15275;5929;x
onekama;traverse_bay;3761;5909;x
saugeen;clark_point;3975;5906;x
kaseg;zadar_strait;8381;5919;x
kunashiri;nemuro_bay;14321;5883;x
th_perses_highland;th_tsukuyomi_dream_throne_sea;15647;5919;x
th_tribulation_tempering_field;th_dragon_scale_strait_sea;15244;5915;x
passagassawkeag;penobscot_bay;4550;5906;x
majabigwaduce;penobscot_bay;4571;5911;x
th_anemoi_valley;th_dream_reality_sea1;15742;5916;x
mimizan;coast_aquitaine;7631;5910;x
th_meridian_fuse_boundary;th_tsukuyomi_dream_throne_sea;15581;5902;x
pemetic;penobscot_bay;4567;5901;x
esekatik;lahave_bank;4763;5906;x
savona;gulf_genoa;8081;5911;x
genoa;gulf_genoa;8097;5914;x
lavagna;gulf_genoa;8115;5909;x
tuapse;circassian_coast;9472;5892;x
shibetsu;nemuro_bay;14297;5881;x
gananoque;bay_of_quinte;4226;5910;x
shari;notoro_cape;14289;5895;x
th_celestial_dragon_forbidden_place;th_dragon_island_inland_sea;15341;5909;x
cataraqui;bay_of_quinte;4216;5906;x
novigrad;zadar_strait;8393;5909;x
nikahionhwakowa;bay_of_quinte;4220;5892;x
zadar;murter_strait;8383;5888;x
cesena;po_delta;8257;5905;x
constanta;south_danube_delta;8998;5901;x
th_selene_temple;th_tsukuyomi_dream_throne_sea;15659;5903;x
th_coeus_port;th_tsukuyomi_dream_throne_sea;15671;5903;x
th_dense_fog_shore;th_dragon_island_inland_sea_west;15411;5892;x
terek;caspian_sea14;9852;5884;x
th_dragon_palace;th_dragon_island_inland_sea;15335;5903;x
th_datura_garden;th_tsukuyomi_dream_throne_sea;15683;5901;x
th_tethys_port;th_toyohime_connection_channel_sea;15734;5897;x
napanee;bay_of_quinte;4192;5897;x
th_hecate_avenue;th_toyohime_connection_channel_sea;15704;5903;x
th_horn_of_lenty;th_toyohime_connection_channel_sea;15719;5903;x
ganneious;bay_of_quinte;4180;5901;x
rumoi;ofuyu_cape;14136;5886;x
quinte;bay_of_quinte;4180;5893;x
finalborgo;gulf_genoa;8072;5900;x
rimini;romagna_coast;8268;5892;x
th_sea_of_tranquility_port;th_tsukuyomi_dream_throne_sea;15632;5892;x
th_aurora_exhibition;th_dragon_island_inland_sea;15288;5891;x
tokoro;notoro_cape;14243;5898;x
albenga;riviera_ponente;8061;5884;x
sarzana;riviera_levante;8138;5893;x
th_grove_jade_shell_beach;th_dragon_island_inland_sea;15324;5883;x
oqumkikiak;lahave_bank;4749;5893;x
tartas;basque_coast;7626;5883;x
anju_nurgan;cape_ostrovnoy;13797;5827;x
abashiri;notoro_cape;14259;5894;x
th_hermit_home;th_dragon_scale_strait_sea;15243;5889;x
th_royal_guard_garrison;th_tsukuyomi_dream_throne_sea;15592;5887;x
shebeon;saginaw_bay;3900;5888;x
sagadahoc;casco_bay;4519;5880;x
th_sea_of_fertility;th_tsukuyomi_dream_throne_sea;15686;5895;x
fosdinovo;riviera_levante;8151;5890;x
pangalia;kaliakra_point;8995;5880;x
ganaraska;central_lake_ontario;4137;5887;x
th_elixir_workshop;th_dragon_pearl_reef_sea_south;15437;5883;x
th_lunarian_border;th_tsukuyomi_dream_throne_sea;15667;5891;x
chebogue;brown_bank;4683;5873;x
massa;riviera_levante;8154;5886;x
pesaro;romagna_coast;8287;5880;x
th_sea_of_serenity;th_tsukuyomi_dream_throne_sea;15651;5889;x
th_seventy_two_grape_land;th_toyohime_connection_channel_sea;15716;5886;x
koshkar_ata;caspian_sea28;10049;5823;x
th_palace_rain_prayer_altar;th_dragon_island_inland_sea_west;15388;5881;x
hanasaki;east_shikotan;14372;5872;x
th_fishing_spot_on_clouds;th_dragon_pearl_reef_sea_south;15450;5882;x
th_peach_garden_for_banquet;th_dragon_pearl_reef_sea_south;15475;5877;x
saginaw;saginaw_bay;3877;5869;x
sibenik;murter_strait;8403;5874;x
costa;circassian_coast;9490;5873;x
oshawa;niagara_basin;4103;5880;x
lucca;riviera_levante;8156;5881;x
sheboygan;middle_lake_michigan;3701;5872;x
th_first_celestial;th_dragon_scale_strait_sea;15248;5878;x
th_jade_avenue;th_dragon_island_inland_sea_west;15408;5867;x
th_junkos_base;th_silver_sand_cove_sea;15732;5872;x
quuiich;coos_bay;2035;5857;x
menesetung;blue_point;3971;5861;x
th_pure_clean_cloud;th_coiled_dragon_main_reef_sea;15276;5859;x
ventimiglia;riviera_ponente;8044;5876;x
casco;casco_bay;4496;5869;x
th_celestial_isles_yuqing_que;th_dragon_island_inland_sea;15307;5865;x
muskegon;middle_lake_michigan;3752;5863;x
nisiamk;bacarro_bank;4731;5872;x
pisa;riviera_levante;8158;5871;x
tkaronto;niagara_basin;4083;5868;x
vivero;rias_altas;7344;5876;x
tosse;basque_coast;7624;5869;x
ferrol;rias_altas;7322;5869;x
nice;riviera_ponente;8029;5871;x
th_imperial_palace_moonlight_library;th_eternal_sleep_sea;15578;5867;x
th_ikus_house;th_dragon_island_inland_sea_west;15367;5871;x
atsuta;ishikari_bay;14124;5858;x
kaliakra;kaliakra_point;8993;5856;x
th_heavrn_high_hall;th_dragon_scale_strait_sea;15245;5866;x
muinawamek;bacarro_bank;4714;5861;x
oswego;bay_of_quinte;4218;5861;x
th_private_peach_garden;th_heaven_sent_dragon_rain_sea;15450;5838;x
aviles;cape_penas;7408;5865;x
ancona;romagna_coast;8304;5867;x
mondonedo;cape_penas;7363;5864;x
th_sea_world_reflecting_pool;th_dragon_island_inland_sea_west;15373;5854;x
th_bofeng_tomb;th_silver_sand_cove_sea;15735;5867;x
grasse;french_riviera;8014;5861;x
castropol;cape_penas;7379;5864;x
notsuke;nemuro_bay;14304;5857;x
th_kepler_crater;th_silver_sand_cove_sea;15752;5860;x
missinihe;niagara_basin;4071;5862;x
villaviciosa;coast_asturias;7439;5863;x
livorno;corsica_channel;8168;5845;x
melgueil;mouths_rhone;7874;5860;x
th_celestial_activity_center;th_dragon_pearl_reef_sea_south;15467;5853;x
millioke;wind_point;3693;5832;x
cangas;coast_asturias;7452;5860;x
nimes;mouths_rhone;7879;5856;x
split;gulf_kastela;8437;5858;x
th_high_port;th_coiled_dragon_main_reef_sea;15257;5845;x
laredo;bay_santander;7536;5856;x
bayonne;basque_coast;7616;5854;x
montpellier;mouths_rhone;7866;5856;x
tetioneshohon;niagara_basin;4065;5852;x
llanes;coast_asturias;7469;5856;x
santander;bay_santander;7510;5856;x
frejus;french_riviera;7998;5844;x
assorodus;central_lake_ontario;4189;5845;x
kennebunk;scantum_basin;4479;5841;x
bilbao;basque_coast;7571;5854;x
th_first_peach_garden;th_dragon_island_inland_sea;15337;5856;x
th_kegare_purify_core;th_eientei_west_reflection_sea;15583;5840;x
osaakiiwaki;blue_point;3937;5842;x
arles;mouths_rhone;7899;5852;x
brac;gulf_kastela;8437;5841;x
aix_en_provence;cape_sicie;7928;5846;x
coruna;rias_altas;7308;5852;x
san_vicente_barquera;coast_asturias;7489;5853;x
makarska;korcula_strait;8467;5843;x
betanzos;rias_altas;7316;5852;x
san_sebastian;basque_coast;7601;5849;x
agde;mouths_rhone;7856;5849;x
fermo;conero_cape;8321;5839;x
karvuna;kaliakra_point;8972;5850;x
nemuro;ochiishi_cape;14318;5842;x
th_palace_of_moon;th_eientei_west_reflection_sea;15593;5851;x
